9.841971099376678467e-03,-5.676496028900146484e-01,-3.578758239746093750e-01,-2.566404342651367188e-01,-1.546778380870819092e-01,-4.419487714767456055e-02,8.669908158481121063e-03,1.268987655639648438e-01,2.305895984172821045e-01,3.448840081691741943e-01,3.286996185779571533e-01,3.619150221347808838e-01,3.414668440818786621e-01,3.148511350154876709e-01,2.191669493913650513e-01,1.060616075992584229e-01,-1.326292566955089569e-02,-8.896408230066299438e-02,-2.105375528335571289e-01,-3.675166070461273193e-01
1.218871958553791046e-02,-1.000598192214965820e+00,-8.090974092483520508e-01,-7.888960838317871094e-01,-6.533082723617553711e-01,-5.765740275382995605e-01,-4.775801599025726318e-01,-3.704094588756561279e-01,-2.179533988237380981e-01,-9.138763695955276489e-02,-2.087457505695056170e-05,8.850000798702239990e-02,2.191419005393981934e-01,3.259398639202117920e-01,4.527790844440460205e-01,5.448106527328491211e-01,6.905398368835449219e-01,8.359330296516418457e-01,9.780717492103576660e-01,1.109581470489501953e+00
-2.163294702768325806e-02,-5.185020565986633301e-01,-4.406568109989166260e-01,-4.160028994083404541e-01,-3.397946059703826904e-01,-3.368516266345977783e-01,-3.146054744720458984e-01,-2.492345124483108521e-01,-2.902994155883789062e-01,-1.834635138511657715e-01,-1.418927460908889771e-01,-9.776995331048965454e-02,-4.200566560029983521e-02,4.143722355365753174e-03,7.023244351148605347e-02,7.067506760358810425e-02,1.442966312170028687e-01,1.922664493322372437e-01,2.090798765420913696e-01,2.567293643951416016e-01
1.863018982112407684e-02,-1.504357457160949707e-01,-1.458253860473632812e-01,-1.375947296619415283e-01,-1.486798226833343506e-01,-1.607619822025299072e-01,-2.156911194324493408e-01,-2.302469462156295776e-01,-2.525912225246429443e-01,-2.502475678920745850e-01,-2.014959305524826050e-01,-2.195519208908081055e-01,-1.629385501146316528e-01,-9.104999899864196777e-02,-9.165353327989578247e-02,5.576336290687322617e-03,6.691278889775276184e-03,2.178191579878330231e-02,5.952997505664825439e-02,1.571378558874130249e-01
-6.847074721008539200e-03,-3.665981888771057129e-01,-4.322600960731506348e-01,-4.085439443588256836e-01,-3.662108480930328369e-01,-3.392966389656066895e-01,-3.390382826328277588e-01,-2.995541691780090332e-01,-2.788478434085845947e-01,-2.554862201213836670e-01,-2.619730830192565918e-01,-2.226710319519042969e-01,-1.455664485692977905e-01,-6.081279367208480835e-02,-3.280136734247207642e-02,3.380556032061576843e-02,1.105976998805999756e-01,1.676484346389770508e-01,1.851323097944259644e-01,2.721296846866607666e-01
1.660275622271001339e-03,7.560814917087554932e-02,2.105582058429718018e-01,2.993891835212707520e-01,3.810890913009643555e-01,5.194338560104370117e-01,6.040166616439819336e-01,6.239998340606689453e-01,6.911637783050537109e-01,7.097422480583190918e-01,6.743190884590148926e-01,6.199867129325866699e-01,4.901862144470214844e-01,4.049276113510131836e-01,2.997219860553741455e-01,1.087940186262130737e-01,-6.144056841731071472e-02,-2.107032984495162964e-01,-3.808784186840057373e-01,-5.585742592811584473e-01
1.598455756902694702e-01,-4.806384742259979248e-01,-3.504415452480316162e-01,-3.149413168430328369e-01,-2.696386873722076416e-01,-2.263874560594558716e-01,-1.928397268056869507e-01,-1.706292033195495605e-01,-1.154229640960693359e-01,-2.450321428477764130e-02,-3.089277306571602821e-03,-1.505443651694804430e-04,5.008779838681221008e-02,8.432866632938385010e-02,1.509005129337310791e-01,1.808670312166213989e-01,2.254898399114608765e-01,2.666684985160827637e-01,3.276237845420837402e-01,4.020225107669830322e-01
2.823555469512939453e-02,9.665234088897705078e-01,8.002304434776306152e-01,6.849447488784790039e-01,5.885686874389648438e-01,4.446486830711364746e-01,2.970614135265350342e-01,1.945674866437911987e-01,5.631220340728759766e-02,-8.215975947678089142e-03,-1.690944731235504150e-01,-3.073680996894836426e-01,-3.646439313888549805e-01,-4.462672472000122070e-01,-4.954263269901275635e-01,-5.936831235885620117e-01,-6.401745080947875977e-01,-6.761033535003662109e-01,-7.023114562034606934e-01,-7.052322030067443848e-01
6.929807364940643311e-02,1.666205972433090210e-01,1.187107339501380920e-01,9.180176258087158203e-02,3.826300799846649170e-02,1.280204509384930134e-03,-2.175544068450108171e-04,-5.818368867039680481e-02,-1.564835906028747559e-01,-1.601484864950180054e-01,-1.760695576667785645e-01,-1.751569211483001709e-01,-1.916021108627319336e-01,-1.244881004095077515e-01,-1.043903902173042297e-01,-3.251007199287414551e-02,-2.867724932730197906e-02,-2.986469864845275879e-02,-3.129959478974342346e-02,-1.964358985424041748e-02
7.072760164737701416e-02,1.981270164251327515e-01,1.715994626283645630e-01,2.315779924392700195e-01,2.106769531965255737e-01,2.208960205316543579e-01,2.222546786069869995e-01,2.465587556362152100e-01,2.350028306245803833e-01,2.086013555526733398e-01,1.431456953287124634e-01,6.163653731346130371e-02,-1.753908698447048664e-03,-1.595778577029705048e-02,-5.914954096078872681e-02,-1.165578216314315796e-01,-2.786563038825988770e-01,-4.481014013290405273e-01,-6.104462742805480957e-01,-7.577753663063049316e-01
2.343063615262508392e-02,-6.683508157730102539e-01,-5.813477635383605957e-01,-4.983761012554168701e-01,-4.823606312274932861e-01,-3.863740563392639160e-01,-3.779003322124481201e-01,-2.766989171504974365e-01,-2.388062179088592529e-01,-1.199342384934425354e-01,-9.974274039268493652e-02,-3.239724785089492798e-03,7.842685282230377197e-02,1.256014108657836914e-01,2.167577594518661499e-01,2.837020158767700195e-01,3.511860668659210205e-01,4.533476233482360840e-01,5.288155078887939453e-01,6.400681138038635254e-01
1.214979868382215500e-02,1.110123872756958008e+00,9.173644781112670898e-01,7.715586423873901367e-01,7.026578187942504883e-01,5.000455379486083984e-01,3.989457190036773682e-01,2.886546254158020020e-01,1.410029083490371704e-01,3.362328186631202698e-02,-7.064461708068847656e-02,-2.040716558694839478e-01,-3.562003672122955322e-01,-3.924103081226348877e-01,-5.135181546211242676e-01,-5.738193988800048828e-01,-6.349867582321166992e-01,-6.492069363594055176e-01,-7.090294361114501953e-01,-7.233524322509765625e-01
2.980080805718898773e-02,-7.075311988592147827e-02,-4.460368677973747253e-02,-3.021194227039813995e-02,-2.403958514332771301e-02,-1.407894585281610489e-02,2.660427708178758621e-03,4.735200852155685425e-02,1.355279982089996338e-01,1.373625695705413818e-01,1.979777365922927856e-01,2.179512530565261841e-01,2.441408187150955200e-01,2.066813558340072632e-01,2.471506893634796143e-01,2.135102450847625732e-01,2.544040083885192871e-01,1.868863850831985474e-01,1.652511209249496460e-01,1.337776035070419312e-01
