-8.148828101184335537e-08,-1.429137341801833827e-08,8.521645665168762207e-01,-2.327211490182889975e-08,1.014767576634767465e-07,-4.959521149316969968e-08,1.542968597334493097e-08,-5.124745516837947434e-09,3.404680192470550537e-01,-1.588117033243179321e-01,2.283947253545193234e-08,3.951381088995731261e-08,2.021068468138764729e-08,-3.742473708712168445e-08,-6.142182229496029322e-08,-1.256911019709150423e-08,-5.854711915276311629e-08,-5.211711595620727167e-08,-1.034878422956353461e-07,-1.697901375052879303e-08,8.737743684150700574e-08,-2.035282697931961593e-08,7.582454085350036621e-01,-1.089239276552689262e-08,-4.598727443294592376e-08,3.218174171593091160e-08,-5.664349700396087428e-08,-7.158219972325241542e-08,-1.538023930436338560e-08,-1.777019598137030698e-08,7.466631757324648788e-08,-3.637190104655019240e-08
-1.482194562640870572e-07,-2.023664613659548195e-08,9.625414013862609863e-01,-3.223797406803896592e-08,1.660021098359720781e-07,-7.343718522179187858e-08,2.120798647808896931e-08,-6.924164797084131351e-09,5.048409104347229004e-01,-2.548134028911590576e-01,3.460561615042934136e-08,7.791836509341010242e-08,3.714215068839621381e-08,-5.060464403072728601e-08,-9.905053133252295083e-08,-1.388831449844474264e-08,-7.900346332689878182e-08,-9.467928663298152969e-08,-1.610576845223476994e-07,-2.636968510216775030e-08,1.505443947280582506e-07,-2.917088259835054487e-08,9.163824915885925293e-01,-2.036625268431180302e-08,-8.370231086018975475e-08,4.823054666758253006e-08,-7.203365015584495268e-08,-1.113691610044043045e-07,-1.056986320691066794e-08,-4.676761378163973859e-08,1.334738470859520021e-07,-4.334070169420556340e-08
-6.598012447511791834e-08,-1.300869367781842811e-08,7.984178066253662109e-01,-2.115507946598427225e-08,8.641239190865235287e-08,-4.400405728688383533e-08,1.397273763359407894e-08,-4.894092686669182513e-09,2.982563376426696777e-01,-1.358550488948822021e-01,2.015447186920482636e-08,3.057309427845211758e-08,1.634779067671843222e-08,-3.453680008647097566e-08,-5.255208179733017460e-08,-1.229404578140247395e-08,-5.390238655422763259e-08,-4.204474990388007427e-08,-9.007143830785935279e-08,-1.478185840397827633e-08,7.253759548575544613e-08,-1.825719309067608265e-08,6.949073672294616699e-01,-8.706595444607501122e-09,-3.709989471190056065e-08,2.845292179642910924e-08,-5.294715776926750550e-08,-6.216477999032576918e-08,-1.632874635504322214e-08,-1.085614709239735021e-08,6.113330641710490454e-08,-3.481161670038090961e-08
-2.149866560330337961e-07,-2.487055894562217873e-08,9.893117547035217285e-01,-4.093462635523792414e-08,2.290717446840062621e-07,-9.642783282970412984e-08,2.668416065887413424e-08,-7.227540788079522827e-09,6.374480128288269043e-01,-3.449736535549163818e-01,4.541028530979929201e-08,1.164593754765519407e-07,5.463519769932645431e-08,-6.317910816733274260e-08,-1.360152026563810068e-07,-1.471746546855001725e-08,-9.797641808972912258e-08,-1.379485041752559482e-07,-2.167323600588133559e-07,-3.555864225290861214e-08,2.140353103641245980e-07,-3.865741859954141546e-08,9.711098670959472656e-01,-2.952722866211843211e-08,-1.213551144019220374e-07,6.371066518795487355e-08,-8.661941564014341566e-08,-1.511776304141676519e-07,-6.020179466048602990e-09,-7.555541259307574364e-08,1.922181382951748674e-07,-4.996257985112606548e-08
-1.135130602847311820e-07,-1.744349553689517052e-08,9.238311648368835449e-01,-2.763465545285725966e-08,1.327682497276327922e-07,-6.122862572510712198e-08,1.826127871140670322e-08,-6.298070065469119072e-09,4.234273433685302734e-01,-2.056536078453063965e-01,2.870298487778200069e-08,5.792836077489482705e-08,2.824396894141045777e-08,-4.389242391766856599e-08,-7.963031833924105740e-08,-1.330414800548851417e-08,-6.867125534881779458e-08,-7.242097410653514089e-08,-1.315316495720253442e-07,-2.153334399679351918e-08,1.176361479338083882e-07,-2.442295077287326421e-08,8.541215062141418457e-01,-1.552020201245341013e-08,-6.410129316236634622e-08,4.001931230845912069e-08,-6.421925746735723806e-08,-9.069202633327222429e-08,-1.302435048700090192e-08,-3.173873963646656193e-08,1.028994986995712679e-07,-3.981253371421189513e-08
-7.133990465035822126e-08,-1.312629915872776110e-08,8.178464770317077637e-01,-2.185414160749132861e-08,9.137005463344394229e-08,-4.579197465659490263e-08,1.449302544642705470e-08,-4.601362402212316738e-09,3.125657141208648682e-01,-1.436318010091781616e-01,2.085999462053678144e-08,3.367991396885372524e-08,1.771226543212378601e-08,-3.530364622861270618e-08,-5.555478210794717597e-08,-1.228258383889624383e-08,-5.518339563082008681e-08,-4.572338241359830135e-08,-9.436293879616641789e-08,-1.550558614837882487e-08,7.780116817457383149e-08,-1.915904235261223221e-08,7.172357439994812012e-01,-9.374822695917828241e-09,-4.022800226266554091e-08,2.961611045293466304e-08,-5.411789061326999217e-08,-6.549583275727854925e-08,-1.613355138374572562e-08,-1.329532306471037373e-08,6.572803812332494999e-08,-3.522606206729506084e-08
-1.283524397877044976e-07,-1.869457477710056992e-08,9.438900351524353027e-01,-2.961394329759059474e-08,1.470386479240914923e-07,-6.648343031656622770e-08,1.953154971090498293e-08,-6.629418791703756142e-09,4.592990875244140625e-01,-2.268642634153366089e-01,3.126796244146134995e-08,6.647074002330555231e-08,3.202904608201606607e-08,-4.679068510426986904e-08,-8.796020978252272471e-08,-1.357420043035517665e-08,-7.315124861406729906e-08,-8.190867362145581865e-08,-1.442346757585255546e-07,-2.360960671410339273e-08,1.316925164474014309e-07,-2.642376273342961213e-08,8.849403262138366699e-01,-1.760629508851252467e-08,-7.248303290907642804e-08,4.355464966465660837e-08,-6.759297122016505455e-08,-9.953149771035896265e-08,-1.196198962105654573e-08,-3.817119775817445770e-08,1.159772082814924943e-07,-4.133837094855152827e-08
-5.947168801867519505e-08,-1.164885077287181048e-08,7.681290507316589355e-01,-2.017021039080191258e-08,7.941296331637204275e-08,-4.125719144099093683e-08,1.336653365768825097e-08,-3.896071021358693542e-09,2.789525985717773438e-01,-1.256604939699172974e-01,1.846058950150109013e-08,2.685383115874628857e-08,1.482120826068467068e-08,-3.277763838127611962e-08,-4.861868774241884239e-08,-1.191197451788639228e-08,-5.115069257044524420e-08,-3.825840977356165240e-08,-8.352267144573488622e-08,-1.375933766922798895e-08,6.659988116552995052e-08,-1.783291203594217222e-08,6.614617705345153809e-01,-7.561244075304784928e-09,-3.347277299781126203e-08,2.655511188720538485e-08,-5.106670997179207916e-08,-5.834452920794319652e-08,-1.700798613057941111e-08,-8.017409847127510147e-09,5.528898228135403770e-08,-3.384703362030450080e-08
1.522954917732022295e-08,1.595549470323476271e-09,1.175640448927879333e-01,-8.767001347109726339e-09,-4.401013720123359008e-10,-9.688153390641218721e-09,5.329440000423346646e-09,3.454997843377327627e-09,4.382843896746635437e-02,-6.429506931453943253e-03,4.815495224796961793e-10,-1.641043212430304266e-08,-2.592729364536694447e-09,-1.519833148222460295e-08,-2.440158519689816785e-09,-8.418080454930532142e-09,-2.270014931582409190e-08,8.644193805196209723e-09,-9.666440980993229459e-09,-1.941937499694290636e-09,-4.127815866894479768e-09,-1.202146382439650552e-08,8.644715696573257446e-02,5.313228967906979960e-09,9.753822638458586880e-09,5.138038883245599209e-09,-2.843242619121610915e-08,-1.205839605944447612e-08,-2.215015193485214695e-08,2.680529043175283732e-08,-9.891830465846851439e-09,-2.377215935212007025e-08
-1.052792981681704987e-07,-1.703501517624772532e-08,9.099410176277160645e-01,-2.653406561137217068e-08,1.249648704515493591e-07,-5.837183536527845718e-08,1.746371225408438477e-08,-6.495298965347728881e-09,4.030089676380157471e-01,-1.938155442476272583e-01,2.746190297386874590e-08,5.316579176906088833e-08,2.617526284609539289e-08,-4.256223462562047644e-08,-7.496000620221821009e-08,-1.324734810737027146e-08,-6.647864836395456223e-08,-6.689530351877692738e-08,-1.246844192337448476e-07,-2.039406687970313214e-08,1.096325661364971893e-07,-2.316289737791521475e-08,8.340689539909362793e-01,-1.443123309741167759e-08,-5.932525581897607481e-08,3.814080784536599822e-08,-6.233130278587850626e-08,-8.561365660852970905e-08,-1.340418886996985748e-08,-2.801082921166653250e-08,9.579389370628632605e-08,-3.909043044814097811e-08
