1.318834074481856078e-05,-1.115052580833435059e+00,-3.234397172927856445e-01,-2.517192065715789795e-01,-1.644766032695770264e-01,6.906344089657068253e-03,-1.546371844597160816e-03,9.655618667602539062e-02,1.108025312423706055e-01,7.758743315935134888e-02,1.290421634912490845e-01,1.297842264175415039e-01,7.275740802288055420e-02,9.547502547502517700e-02,1.321976631879806519e-01,1.388287246227264404e-01,1.673123985528945923e-01,1.859945356845855713e-01,2.681317627429962158e-01,2.543703317642211914e-01,-2.937175799161195755e-03,6.990541703999042511e-03
-4.130715131759643555e-02,-2.124365977942943573e-02,-4.588665440678596497e-02,-3.053924441337585449e-02,-2.121573500335216522e-02,-2.732586860656738281e-02,-3.124146535992622375e-02,-3.921496123075485229e-02,-4.202804714441299438e-02,-4.351795092225074768e-02,-4.914342239499092102e-02,-4.835773631930351257e-02,-4.144429787993431091e-02,-2.727297693490982056e-02,-2.440882474184036255e-02,-3.027182817459106445e-02,-4.017806425690650940e-02,-5.025955662131309509e-02,-5.920462682843208313e-02,-5.368392542004585266e-02,4.199324548244476318e-02,-7.247214019298553467e-02
3.066253615543246269e-03,-2.181241363286972046e-01,2.014136314392089844e-01,1.260603368282318115e-01,1.010555624961853027e-01,1.069139540195465088e-01,1.082113608717918396e-01,1.322427690029144287e-01,1.636676937341690063e-01,1.455004513263702393e-01,7.856164127588272095e-02,-2.692243084311485291e-02,-1.209078878164291382e-01,-1.341562420129776001e-01,-1.395717412233352661e-01,-1.169751062989234924e-01,-1.077090576291084290e-01,-1.046794056892395020e-01,-1.183509081602096558e-01,-1.589844077825546265e-01,-2.245202511548995972e-01,3.490831553936004639e-01
2.494574990123510361e-03,-6.847988367080688477e-01,-2.145205885171890259e-01,-1.141181960701942444e-01,-2.532689273357391357e-02,4.738966748118400574e-02,-6.139440461993217468e-02,-9.891293197870254517e-02,-8.645260334014892578e-02,-6.157172098755836487e-02,-3.320858348160982132e-03,5.379839800298213959e-03,4.283405840396881104e-02,5.101822689175605774e-02,1.455384939908981323e-01,1.525542140007019043e-01,1.456764042377471924e-01,2.109852135181427002e-01,2.596108615398406982e-01,2.186318337917327881e-01,4.503810703754425049e-01,-6.309748291969299316e-01
2.325136214494705200e-02,2.428429603576660156e+00,-7.189032435417175293e-01,-4.914768040180206299e-01,-4.603429138660430908e-01,-3.839499652385711670e-01,-4.248230457305908203e-01,-3.761870563030242920e-01,-3.476991951465606689e-01,-2.490994483232498169e-01,-2.671250998973846436e-01,-1.501981019973754883e-01,-3.046629391610622406e-02,3.462043032050132751e-02,9.185612201690673828e-02,1.707880049943923950e-01,2.218758761882781982e-01,2.706008255481719971e-01,3.855303525924682617e-01,4.408845901489257812e-01,3.044856898486614227e-02,2.801469340920448303e-02
2.791780745610594749e-03,1.328966617584228516e+00,8.173508197069168091e-02,8.975636214017868042e-02,4.854347929358482361e-02,1.460633240640163422e-02,6.796076893806457520e-02,1.082841381430625916e-01,5.278247594833374023e-02,3.250467777252197266e-02,1.701486669480800629e-02,-7.023129612207412720e-02,-1.179959177970886230e-01,-1.184669509530067444e-01,-1.151043847203254700e-01,-1.922120749950408936e-01,-2.239666134119033813e-01,-2.706942558288574219e-01,-3.638508319854736328e-01,-3.726549148559570312e-01,1.561491638422012329e-01,-2.284829020500183105e-01
-2.441910328343510628e-03,8.392578959465026855e-01,-2.072965800762176514e-01,-1.038762331008911133e-01,-1.518006324768066406e-01,-1.410511732101440430e-01,-2.025777697563171387e-01,-1.987250000238418579e-01,-1.823318302631378174e-01,-2.120178490877151489e-01,-1.450749933719635010e-01,-1.378405988216400146e-01,-3.499708324670791626e-02,-1.809771358966827393e-02,5.741371586918830872e-02,1.509433090686798096e-01,1.082389354705810547e-01,2.054760158061981201e-01,1.851772069931030273e-01,2.815151214599609375e-01,-2.037065476179122925e-01,2.959166169166564941e-01
-3.742004930973052979e-02,7.169627398252487183e-02,-1.589839160442352295e-01,-1.201548129320144653e-01,-1.280991882085800171e-01,-1.493420749902725220e-01,-2.015794664621353149e-01,-9.005403518676757812e-02,9.170743823051452637e-02,2.308496981859207153e-01,2.361781299114227295e-01,1.421201229095458984e-01,8.656146377325057983e-02,3.282598033547401428e-02,2.222319506108760834e-02,2.518443390727043152e-02,1.281361468136310577e-02,1.367559656500816345e-02,-1.734095439314842224e-02,-2.799393236637115479e-02,2.401466667652130127e-01,-3.869357705116271973e-01
-4.243462532758712769e-02,4.013654962182044983e-02,3.752502426505088806e-02,4.042300581932067871e-02,4.875354841351509094e-02,5.206415802240371704e-02,5.432441085577011108e-02,4.907358437776565552e-02,4.341964796185493469e-02,4.134370759129524231e-02,3.969369083642959595e-02,2.074628882110118866e-02,6.603380199521780014e-03,-2.611283212900161743e-03,-2.164974808692932129e-02,-6.501228362321853638e-02,-9.540069848299026489e-02,-1.153848245739936829e-01,-1.338623762130737305e-01,-1.620676517486572266e-01,-1.870962530374526978e-01,1.494069695472717285e-01
6.763919256627559662e-03,1.051188349723815918e+00,-1.390213966369628906e-01,2.035690285265445709e-02,1.582373050041496754e-03,-8.351432532072067261e-02,-1.387645155191421509e-01,-1.329399943351745605e-01,-1.682832986116409302e-01,-1.750896275043487549e-01,-1.068733036518096924e-01,-9.615463763475418091e-02,-7.485537976026535034e-02,-2.553587406873703003e-02,-1.199006941169500351e-02,-4.684342537075281143e-03,1.443083770573139191e-02,1.938381232321262360e-02,5.819211248308420181e-03,5.386035889387130737e-02,8.822881430387496948e-02,-8.875942975282669067e-02
