-1.634763032197952271e-01,5.728399381041526794e-02,1.934820115566253662e-01,2.834582887589931488e-02,2.816805243492126465e-01,2.967414557933807373e-01,5.877869725227355957e-01,3.067290484905242920e-01,9.800142608582973480e-03,7.668443024158477783e-02,5.337382480502128601e-02,-1.221878733485937119e-02,-1.101091653108596802e-01,1.112380996346473694e-01,1.301010325551033020e-02,1.355615556240081787e-01,-2.000754326581954956e-01
-1.779547519981861115e-02,-2.587037980556488037e-01,1.218525916337966919e-01,-3.030245006084442139e-01,-4.905220568180084229e-01,5.971785783767700195e-01,-7.711406797170639038e-02,2.429971471428871155e-02,1.262050494551658630e-02,2.757642269134521484e-01,-7.217444479465484619e-02,3.281586468219757080e-01,1.112746670842170715e-01,3.612703382968902588e-01,1.617553085088729858e-01,1.354795135557651520e-02,-1.579953730106353760e-02
-1.406602978706359863e+00,-1.810739934444427490e-02,1.060870438814163208e-01,2.172236889600753784e-01,-7.770317196846008301e-01,6.542354822158813477e-04,1.393501043319702148e+00,8.025698439162454179e-10,2.937668561935424805e-01,-3.316477537155151367e-01,-2.385798669735095245e-09,-4.925539493560791016e-01,-1.105327606201171875e-01,-1.094514727592468262e-01,-7.501227408647537231e-02,-3.126330673694610596e-01,-1.611444354057312012e-01
-1.110999956727027893e-01,5.416887998580932617e-02,-6.920708715915679932e-02,1.923751831054687500e-02,-4.850907251238822937e-02,9.240958839654922485e-02,1.406915765255689621e-02,-3.472846001386642456e-02,7.080305367708206177e-02,-5.912856012582778931e-02,-4.042878001928329468e-02,9.700827300548553467e-02,1.306140720844268799e-01,3.367561474442481995e-02,-6.530291587114334106e-02,3.043657839298248291e-01,4.612971246242523193e-01
-2.092629820108413696e-01,-1.349952816963195801e-01,3.027137555181980133e-02,-1.728890687227249146e-01,5.492567643523216248e-02,1.470305211842060089e-02,-1.547058701515197754e+00,-2.557453804286069499e-09,-3.400074690580368042e-02,1.820092499256134033e-01,-8.632001117803156376e-05,1.160085201263427734e-01,3.499923944473266602e-01,3.370401859283447266e-01,-4.725552722811698914e-02,-8.102808147668838501e-02,-1.502925604581832886e-01
-4.020750150084495544e-02,1.714888028800487518e-02,-1.075188890099525452e-01,3.806551545858383179e-02,7.178972475230693817e-03,1.388129591941833496e-01,-4.988790675997734070e-02,-1.534975916147232056e-01,1.048193797469139099e-01,4.916800186038017273e-03,-2.198703885078430176e-01,-2.180055528879165649e-01,-3.241716325283050537e-01,4.597071409225463867e-01,-1.172680128365755081e-02,-2.449609041213989258e-01,-6.708141565322875977e-01
-3.484779596328735352e-02,1.411038935184478760e-01,2.166280299425125122e-01,6.641875952482223511e-02,3.785734251141548157e-02,-2.282794775965157896e-05,1.644821166992187500e-01,-6.611635535955429077e-02,-2.357234805822372437e-01,-1.361750811338424683e-01,-7.760769804576739261e-09,-6.415335834026336670e-02,-8.581075817346572876e-03,-2.401405721902847290e-01,-1.063163504004478455e-01,4.087657928466796875e-01,3.912101313471794128e-02
-2.074265629053115845e-01,-2.617427706718444824e-01,7.034603953361511230e-01,1.282863020896911621e-01,-1.069936633110046387e+00,1.346135377883911133e+00,5.052314400672912598e-01,1.000392287969589233e-01,5.535107254981994629e-01,3.741244226694107056e-02,3.142915070056915283e-01,-2.060446292161941528e-01,5.183063149452209473e-01,-4.251227378845214844e-01,4.251627996563911438e-02,-5.901235938072204590e-01,-1.471022367477416992e-01
-4.240261763334274292e-02,1.323871463537216187e-01,1.899001449346542358e-01,9.562032669782638550e-02,4.364135116338729858e-02,2.705050408840179443e-01,8.757045865058898926e-02,2.155011296272277832e-01,-1.256090402603149414e-01,-2.006374597549438477e-01,-7.615407928824424744e-03,-1.123770978301763535e-02,3.294090628623962402e-01,3.632275164127349854e-01,-9.472410380840301514e-02,-2.335554361343383789e-01,6.485968083143234253e-02
-2.081862986087799072e-01,-3.223215788602828979e-02,-1.225519403815269470e-01,-9.392324835062026978e-02,-2.742171287536621094e-01,7.773365080356597900e-02,4.216416180133819580e-01,-5.425012204796075821e-04,5.430039949715137482e-03,2.585535943508148193e-01,-1.221448769683775026e-06,2.282261550426483154e-01,8.288550376892089844e-02,-3.433754444122314453e-01,7.983406633138656616e-02,-1.613637655973434448e-01,-6.709655374288558960e-02
