2.755845189094543457e-01,1.343760341405868530e-01,-3.091782331466674805e-01,-2.297347225248813629e-02,-1.728484779596328735e-01,2.755222320556640625e-01,2.599588334560394287e-01,-3.749314844608306885e-01,-4.871152937412261963e-01,-2.273230701684951782e-01,1.140043791383504868e-02,3.098930604755878448e-02,2.771180588752031326e-03,-1.344873756170272827e-01,-7.418665569275617599e-03,-3.860318064689636230e-01,1.962522231042385101e-02,1.877975650131702423e-03
1.541462689638137817e-01,4.084017276763916016e-01,-6.312488317489624023e-01,6.293466091156005859e-01,-2.527438402175903320e-01,8.026280254125595093e-02,6.145454645156860352e-01,-3.448601365089416504e-01,-4.084208607673645020e-02,9.028292447328567505e-02,3.011443912982940674e-01,2.567124366760253906e-01,-4.550733864307403564e-01,-2.647064924240112305e-01,2.377493679523468018e-01,-1.951001286506652832e-01,4.013294819742441177e-03,-2.245364943519234657e-03
1.974188536405563354e-02,-7.462967038154602051e-01,9.285726398229598999e-02,9.030985832214355469e-02,-1.889814883470535278e-01,-1.227428168058395386e-01,4.583205580711364746e-01,4.487341269850730896e-02,1.453842073678970337e-01,-7.761606574058532715e-02,4.113008677959442139e-01,3.218969702720642090e-01,1.277312636375427246e-01,-2.852672040462493896e-01,-4.380683898925781250e-01,2.879989147186279297e-01,5.742026492953300476e-02,3.235125914216041565e-02
3.325703442096710205e-01,-9.475691914558410645e-01,-1.062689498066902161e-01,3.956859409809112549e-01,-5.536864995956420898e-01,4.403378348797559738e-03,2.979220747947692871e-01,3.587383627891540527e-01,2.206214368343353271e-01,1.519771665334701538e-01,1.797436177730560303e-01,3.306452333927154541e-01,-1.891490668058395386e-01,-6.236309930682182312e-02,-4.537099003791809082e-01,-2.364166267216205597e-02,-8.527334034442901611e-02,9.888450503349304199e-01
3.714531064033508301e-01,-1.009185016155242920e-01,-4.865718483924865723e-01,1.019367203116416931e-01,2.975480072200298309e-02,3.963874578475952148e-01,3.294871002435684204e-02,-3.089740276336669922e-01,4.564978182315826416e-01,1.741101592779159546e-02,-1.735503524541854858e-01,7.642487883567810059e-01,-1.685185283422470093e-01,4.126501828432083130e-02,2.077926695346832275e-01,5.465544462203979492e-01,-9.892570227384567261e-02,2.353281248360872269e-03
6.475682258605957031e-01,-6.724105477333068848e-01,1.748995929956436157e-01,2.369389235973358154e-01,-4.882604181766510010e-01,5.746364593505859375e-01,8.647611737251281738e-01,1.500122547149658203e-01,-6.879377365112304688e-01,2.253172397613525391e-01,2.598296105861663818e-01,3.221844732761383057e-01,-4.725530445575714111e-01,3.872449994087219238e-01,8.355807512998580933e-04,6.494872570037841797e-01,-1.410251408815383911e-01,2.917985916137695312e-01
3.420284390449523926e-01,-2.795126736164093018e-01,1.380963623523712158e-01,3.183756768703460693e-01,-1.904566586017608643e-01,5.467997193336486816e-01,2.176413238048553467e-01,-8.946871384978294373e-04,4.582573845982551575e-02,-1.072855815291404724e-01,-1.580386906862258911e-01,3.661973178386688232e-01,-9.748357348144054413e-03,5.321805477142333984e-01,1.863930821418762207e-01,-5.490920692682266235e-02,-4.971500486135482788e-02,9.271394461393356323e-03
5.718358978629112244e-02,-1.593385934829711914e+00,2.276696920394897461e+00,1.268813014030456543e-01,-1.135737374424934387e-01,9.972874075174331665e-02,-9.563833475112915039e-02,4.000047445297241211e-01,3.178728818893432617e-01,5.805054306983947754e-01,4.799402132630348206e-02,4.708129167556762695e-02,5.406930577009916306e-04,2.704813480377197266e-01,-7.843161821365356445e-01,-3.097918257117271423e-02,-1.130416467785835266e-01,1.881887950003147125e-02
9.845386259257793427e-03,2.191739678382873535e-01,3.195132315158843994e-01,3.727355971932411194e-02,2.075536251068115234e-01,1.044148132205009460e-01,2.765146493911743164e-01,-6.267154961824417114e-02,2.594014108180999756e-01,-1.965171843767166138e-01,2.630716860294342041e-01,-2.107671499252319336e-01,-1.846742331981658936e-01,4.691478610038757324e-02,1.707616895437240601e-01,2.488938868045806885e-01,-8.944451063871383667e-02,9.290822781622409821e-04
2.989172190427780151e-02,-2.273383736610412598e-01,-1.109981611371040344e-01,3.543598055839538574e-01,1.434575580060482025e-02,1.795637309551239014e-01,-3.950745463371276855e-01,1.679219603538513184e-01,7.862324267625808716e-02,2.477002888917922974e-02,5.315675735473632812e-01,-5.180813670158386230e-01,-7.370663881301879883e-01,1.898071318864822388e-01,1.161914825439453125e+00,-1.494677830487489700e-02,-1.670740991830825806e-01,-2.651581466197967529e-01
1.474380027502775192e-02,-2.671206891536712646e-01,5.425288677215576172e-01,-1.483584791421890259e-01,-4.926419258117675781e-02,-1.944747716188430786e-01,4.461128115653991699e-01,5.179393291473388672e-01,-1.618494838476181030e-01,1.216173991560935974e-01,2.605288624763488770e-01,-2.023472189903259277e-01,-2.069559693336486816e-01,8.888103067874908447e-02,-3.541026711463928223e-01,-1.410458683967590332e-01,-1.941498368978500366e-01,2.900107391178607941e-02
-5.171999335289001465e-02,3.796567618846893311e-01,-8.909887671470642090e-01,1.318428665399551392e-01,-2.075404487550258636e-02,1.820485293865203857e-01,3.728227317333221436e-01,-1.042278185486793518e-01,1.037815585732460022e-01,1.811908632516860962e-01,3.009418845176696777e-01,2.541459202766418457e-01,2.688942290842533112e-02,-4.241777360439300537e-01,3.307403251528739929e-02,-5.472877621650695801e-02,5.385067313909530640e-02,9.339826181530952454e-03
4.577806685119867325e-03,-1.513230428099632263e-02,1.937028318643569946e-01,-3.500301018357276917e-02,-1.471900008618831635e-02,-1.043320074677467346e-01,1.076533496379852295e-01,-5.012872442603111267e-02,-3.258958226069808006e-03,2.222800105810165405e-01,-5.164471864700317383e-01,3.506731986999511719e-01,9.185008704662322998e-02,3.669482171535491943e-01,-3.640352049842476845e-03,-2.133838534355163574e-01,1.837547868490219116e-02,-1.244709419552236795e-04
4.172554984688758850e-02,-6.280885934829711914e-01,8.721845149993896484e-01,3.261190354824066162e-01,-2.014937847852706909e-01,-6.413389742374420166e-02,5.400823801755905151e-02,1.745889931917190552e-01,-5.582343041896820068e-02,-5.088133811950683594e-01,3.012807667255401611e-02,-3.107427954673767090e-01,4.539021104574203491e-02,1.755403429269790649e-01,-1.887593716382980347e-01,-4.130308628082275391e-01,2.145078927278518677e-01,1.577727198600769043e-01
4.209060668945312500e-01,5.585731863975524902e-01,-9.501757025718688965e-01,6.374499201774597168e-01,-5.382590293884277344e-01,1.457736194133758545e-01,3.145928382873535156e-01,-2.918017506599426270e-01,2.403822392225265503e-01,2.655956149101257324e-01,1.828152388334274292e-01,3.595214784145355225e-01,-2.915686666965484619e-01,-9.264007955789566040e-02,1.889192163944244385e-01,-5.186335742473602295e-02,5.906599014997482300e-02,-4.072147421538829803e-03
3.183030188083648682e-01,-9.252952039241790771e-02,-1.141871571540832520e+00,6.287486106157302856e-02,-4.294082820415496826e-01,3.284454047679901123e-01,-2.789091318845748901e-02,6.323314309120178223e-01,1.524791568517684937e-01,1.795265972614288330e-01,6.881346702575683594e-01,-1.198307424783706665e-01,-1.047369539737701416e-01,-6.803549528121948242e-01,1.828093647956848145e+00,-9.313114732503890991e-02,-2.579618096351623535e-01,-6.105216685682535172e-03
3.081005439162254333e-02,5.358606204390525818e-02,3.793695941567420959e-02,-2.951468229293823242e-01,-1.910216063261032104e-01,4.402417540550231934e-01,-1.047097072005271912e-01,5.248109623789787292e-02,1.773316413164138794e-01,-2.565993666648864746e-01,-3.252142369747161865e-01,-1.992432326078414917e-01,-1.235936209559440613e-02,-1.791241317987442017e-01,2.785278297960758209e-02,-1.848233491182327271e-02,-2.084448337554931641e-01,7.718582171946763992e-03
2.944652438163757324e-01,-2.975892424583435059e-01,-3.094343841075897217e-01,-2.206193655729293823e-01,-2.198759466409683228e-01,1.481601446866989136e-01,9.795301407575607300e-02,-2.659788131713867188e-01,-4.311201870441436768e-01,4.647395759820938110e-02,-1.748455911874771118e-01,3.318659365177154541e-01,-9.067384153604507446e-02,2.441449612379074097e-01,-7.297320291399955750e-03,3.883159905672073364e-02,3.692352771759033203e-02,2.343773543834686279e-01
2.498760074377059937e-01,-1.012573167681694031e-01,-3.058211645111441612e-03,-1.763492822647094727e-02,-4.609187543392181396e-01,5.439397096633911133e-01,2.728995680809020996e-01,2.390716373920440674e-01,-6.203310489654541016e-01,1.731524318456649780e-01,1.079316809773445129e-02,-3.706698864698410034e-02,9.425839036703109741e-02,-3.169558197259902954e-02,5.047198757529258728e-02,-6.321757435798645020e-01,-7.355791330337524414e-02,3.408442717045545578e-04
