2.165038511157035828e-02,1.453257560729980469e+00,4.333374649286270142e-02,1.070610582828521729e-01,1.601459644734859467e-02,-6.416424643248319626e-03,-2.408952079713344574e-02,-4.160888120532035828e-02,-8.261085301637649536e-02,-1.221028193831443787e-01,-1.710841655731201172e-01,-1.787148416042327881e-01,-9.509465098381042480e-02,-1.668750494718551636e-01,-7.759299874305725098e-02,-7.021751999855041504e-02,-1.470015347003936768e-01,-1.087656021118164062e-01,-1.391995549201965332e-01,-1.747384816408157349e-01,-2.741075456142425537e-01
5.851595103740692139e-02,1.623093247413635254e+00,-2.488069981336593628e-01,-1.234298869967460632e-01,-1.691459417343139648e-01,-9.017489850521087646e-02,-2.249729260802268982e-02,-3.074920736253261566e-02,-8.122912794351577759e-02,-1.516287028789520264e-01,-5.500209331512451172e-02,-3.682302683591842651e-02,-8.324117213487625122e-02,-5.170806869864463806e-02,-5.702082440257072449e-02,-7.587441056966781616e-02,-5.844410508871078491e-02,-3.902000561356544495e-02,-9.586118161678314209e-02,-1.094816550612449646e-01,-7.101848125457763672e-01
6.504261493682861328e-02,-2.364765882492065430e+00,-1.451636552810668945e-01,-2.207488268613815308e-01,-1.797425299882888794e-01,-8.670664578676223755e-02,-8.682029694318771362e-02,-8.742490410804748535e-02,-8.710777759552001953e-02,-1.341467648744583130e-01,3.195035830140113831e-02,8.901219069957733154e-02,6.090995669364929199e-02,1.809821873903274536e-01,2.818437218666076660e-01,2.930949628353118896e-01,4.058843851089477539e-01,5.682250857353210449e-01,6.394868493080139160e-01,7.564553022384643555e-01,9.054542779922485352e-01
8.562999963760375977e-02,-2.615734338760375977e+00,-1.446390897035598755e-01,-1.188786551356315613e-01,3.898558393120765686e-02,3.761372342705726624e-02,7.216089963912963867e-02,5.977104604244232178e-02,7.503258436918258667e-02,1.952816359698772430e-02,4.184757173061370850e-02,4.245341941714286804e-02,8.199231326580047607e-02,2.015193551778793335e-01,2.762224972248077393e-01,2.462405562400817871e-01,3.650697469711303711e-01,4.039613902568817139e-01,4.205352365970611572e-01,6.498771905899047852e-01,-2.317996323108673096e-01
5.326319485902786255e-02,1.719745039939880371e+00,-2.119304984807968140e-01,-1.893128305673599243e-01,-1.595866829156875610e-01,-1.530753523111343384e-01,-1.902135908603668213e-01,-8.204896748065948486e-02,-1.724244654178619385e-01,-1.660866737365722656e-01,-2.103971838951110840e-01,-1.739805638790130615e-01,-1.370950341224670410e-01,-6.386706978082656860e-02,-2.506759017705917358e-02,2.679885737597942352e-02,-1.527271699160337448e-02,3.347403556108474731e-02,1.004817485809326172e-01,7.768801599740982056e-02,-4.483128190040588379e-01
-3.190844506025314331e-02,2.205336987972259521e-01,-1.606797426939010620e-02,2.654279395937919617e-02,1.988499052822589874e-02,4.267945513129234314e-02,3.470622003078460693e-02,1.426498405635356903e-02,3.249821811914443970e-02,-1.516961725428700447e-03,-1.720377244055271149e-02,4.262947011739015579e-03,-2.205074205994606018e-02,-4.637499526143074036e-02,-1.133762416429817677e-03,-7.018887996673583984e-02,-5.239439010620117188e-02,-3.908668085932731628e-02,-5.219800025224685669e-02,-7.208885252475738525e-02,-2.087884098291397095e-01
6.240570172667503357e-02,2.527734756469726562e+00,-2.762932181358337402e-01,-1.273603737354278564e-01,-1.154022067785263062e-01,-7.349122315645217896e-02,-1.333285868167877197e-01,-8.761043101549148560e-02,-1.242721006274223328e-01,-1.812407672405242920e-01,-2.055422961711883545e-01,-2.359233796596527100e-01,-1.075021252036094666e-01,-1.264404505491256714e-01,-1.090010851621627808e-01,-1.332832127809524536e-01,-1.291071623563766479e-01,-1.397561430931091309e-01,-1.719256490468978882e-01,-6.751803308725357056e-02,-3.846368491649627686e-01
-9.900209493935108185e-03,2.614282071590423584e-02,1.386448293924331665e-01,5.623737350106239319e-02,6.904036551713943481e-02,4.563349857926368713e-02,5.169206485152244568e-02,2.808944135904312134e-02,5.615211650729179382e-02,3.089055651798844337e-03,-7.596319192089140415e-04,-5.517147015780210495e-03,4.354146774858236313e-03,-9.663996286690235138e-03,-1.750813424587249756e-02,-8.797893300652503967e-03,3.838244453072547913e-02,5.988613516092300415e-02,7.875914126634597778e-02,1.118409931659698486e-01,4.710029345005750656e-03
-5.144305899739265442e-02,1.197253942489624023e+00,2.881708741188049316e-01,2.541772425174713135e-01,1.603659391403198242e-01,1.672952920198440552e-01,1.880249977111816406e-01,1.218313053250312805e-01,1.180203184485435486e-01,2.969966270029544830e-02,-5.919443070888519287e-02,-1.616732589900493622e-02,-1.070403605699539185e-01,-2.179257422685623169e-01,-2.321460843086242676e-01,-2.700683474540710449e-01,-3.436273932456970215e-01,-3.836138248443603516e-01,-4.679770171642303467e-01,-6.215319037437438965e-01,-3.565839827060699463e-01
7.940832525491714478e-02,-1.743019342422485352e+00,4.641219377517700195e-01,4.121118187904357910e-01,2.757894396781921387e-01,2.871909439563751221e-01,2.319228202104568481e-01,2.977674007415771484e-01,1.258611977100372314e-01,1.564034819602966309e-01,1.422352194786071777e-01,4.203662276268005371e-02,8.716811239719390869e-02,3.469795733690261841e-02,-2.028345316648483276e-02,-3.632068261504173279e-02,-1.261635422706604004e-01,-1.427856236696243286e-01,-1.889922767877578735e-01,-2.189273834228515625e-01,3.901360332965850830e-01
